Molecule,R,Site Index,0,Site Type, R
Time, Free, Bound,State0,State1,BindingReaction0,
0.0,15,0,15,0,0,
1.00009999999987E-4,14,1,15,0,1,
2.0000999999993522E-4,14,1,15,0,1,
3.0000999999988347E-4,14,1,15,0,1,
4.000099999998317E-4,14,1,15,0,1,
5.000099999998435E-4,14,1,15,0,1,
6.000000000003338E-4,14,1,15,0,1,
7.000000000008241E-4,14,1,15,0,1,
8.000000000013144E-4,14,1,15,0,1,
9.000000000018047E-4,14,1,15,0,1,
0.001000000000002041,14,1,15,0,1,
0.001100000000001447,14,1,15,0,1,
0.0012000000000008532,14,1,15,0,1,
0.0013000000000002593,13,2,15,0,2,
0.0014000099999996653,13,2,15,0,2,
0.0015000099999990715,12,3,15,0,3,
0.0016000099999984776,12,3,15,0,3,
0.0017000099999978837,12,3,15,0,3,
0.0018000099999972898,12,3,15,0,3,
0.001900009999996696,12,3,15,0,3,
0.002000009999996102,12,3,15,0,3,
0.002100009999995508,12,3,15,0,3,
0.0022000099999949143,12,3,15,0,3,
0.0023000099999943204,12,3,15,0,3,
0.0024000099999937265,12,3,15,0,3,
0.0025000099999931327,12,3,15,0,3,
0.0026000099999925388,11,4,15,0,4,
0.002700009999991945,11,4,15,0,4,
0.002800009999991351,11,4,15,0,4,
0.002900009999990757,11,4,15,0,4,
0.0030000099999901633,11,4,15,0,4,
0.0031000099999895694,11,4,15,0,4,
0.0032000099999889755,11,4,15,0,4,
0.0033000099999883816,11,4,15,0,4,
0.0034000099999877877,11,4,15,0,4,
0.003500009999987194,11,4,15,0,4,
0.0036000099999866,11,4,15,0,4,
0.003700009999986006,11,4,15,0,4,
0.003800009999985412,11,4,15,0,4,
0.0039000099999848183,11,4,15,0,4,
0.0040000099999842244,11,4,15,0,4,
0.004100009999983631,11,4,15,0,4,
0.004200009999983037,11,4,15,0,4,
0.004300009999982443,11,4,15,0,4,
0.004400009999981849,11,4,15,0,4,
0.004500009999981255,11,4,15,0,4,
0.004600009999980661,11,4,15,0,4,
0.004700009999980067,11,4,15,0,4,
0.004800009999979473,10,5,15,0,5,
0.0049000099999788795,10,5,15,0,5,
0.005000009999978286,10,5,15,0,5,
0.005100009999977692,10,5,15,0,5,
0.005200009999977098,10,5,15,0,5,
0.005300009999976504,10,5,15,0,5,
0.00540000999997591,10,5,15,0,5,
0.005500009999975316,10,5,15,0,5,
0.005600009999974722,10,5,15,0,5,
0.0057000099999741285,10,5,15,0,5,
0.005800009999973535,10,5,15,0,5,
0.005900009999972941,10,5,15,0,5,
0.006000009999972347,10,5,15,0,5,
0.006100009999971753,10,5,15,0,5,
0.006200009999971159,10,5,15,0,5,
0.006300009999970565,10,5,15,0,5,
0.006400009999969971,10,5,15,0,5,
0.0065000099999693774,10,5,15,0,5,
0.0066000099999687836,10,5,15,0,5,
0.00670000999996819,10,5,15,0,5,
0.006800009999967596,10,5,15,0,5,
0.006900009999967002,10,5,15,0,5,
0.007000009999966408,10,5,15,0,5,
0.007100009999965814,10,5,15,0,5,
0.00720000999996522,10,5,15,0,5,
0.007300009999964626,10,5,15,0,5,
0.0074000099999640325,10,5,15,0,5,
0.007500009999963439,9,6,15,0,6,
0.007600009999962845,9,6,15,0,6,
0.007700009999962251,9,6,15,0,6,
0.007800009999961657,9,6,15,0,6,
0.007900009999961063,9,6,15,0,6,
0.00800000999996047,9,6,15,0,6,
0.008100009999959875,8,7,15,0,7,
0.008200009999959281,8,7,15,0,7,
0.008300009999958688,8,7,15,0,7,
0.008400009999958094,8,7,15,0,7,
0.0085000099999575,8,7,15,0,7,
0.008600009999956906,7,8,15,0,8,
0.008700009999956312,7,8,15,0,8,
0.008800009999955718,7,8,15,0,8,
0.008900009999955124,7,8,15,0,8,
0.00900000999995453,7,8,15,0,8,
0.009100009999953937,7,8,15,0,8,
0.009200009999953343,7,8,15,0,8,
0.009300009999952749,7,8,15,0,8,
0.009400009999952155,7,8,15,0,8,
0.009500009999951561,6,9,15,0,9,
0.009600009999950967,6,9,15,0,9,
0.009700009999950373,6,9,15,0,9,
0.00980000999994978,6,9,15,0,9,
0.009900009999949185,6,9,15,0,9,
0.010000009999948592,6,9,15,0,9,

Molecule,R,Site Index,1,Site Type, Anchor
Time, Free, Bound,Anchor,
0.0,15,0,15,
1.00009999999987E-4,15,0,15,
2.0000999999993522E-4,15,0,15,
3.0000999999988347E-4,15,0,15,
4.000099999998317E-4,15,0,15,
5.000099999998435E-4,15,0,15,
6.000000000003338E-4,15,0,15,
7.000000000008241E-4,15,0,15,
8.000000000013144E-4,15,0,15,
9.000000000018047E-4,15,0,15,
0.001000000000002041,15,0,15,
0.001100000000001447,15,0,15,
0.0012000000000008532,15,0,15,
0.0013000000000002593,15,0,15,
0.0014000099999996653,15,0,15,
0.0015000099999990715,15,0,15,
0.0016000099999984776,15,0,15,
0.0017000099999978837,15,0,15,
0.0018000099999972898,15,0,15,
0.001900009999996696,15,0,15,
0.002000009999996102,15,0,15,
0.002100009999995508,15,0,15,
0.0022000099999949143,15,0,15,
0.0023000099999943204,15,0,15,
0.0024000099999937265,15,0,15,
0.0025000099999931327,15,0,15,
0.0026000099999925388,15,0,15,
0.002700009999991945,15,0,15,
0.002800009999991351,15,0,15,
0.002900009999990757,15,0,15,
0.0030000099999901633,15,0,15,
0.0031000099999895694,15,0,15,
0.0032000099999889755,15,0,15,
0.0033000099999883816,15,0,15,
0.0034000099999877877,15,0,15,
0.003500009999987194,15,0,15,
0.0036000099999866,15,0,15,
0.003700009999986006,15,0,15,
0.003800009999985412,15,0,15,
0.0039000099999848183,15,0,15,
0.0040000099999842244,15,0,15,
0.004100009999983631,15,0,15,
0.004200009999983037,15,0,15,
0.004300009999982443,15,0,15,
0.004400009999981849,15,0,15,
0.004500009999981255,15,0,15,
0.004600009999980661,15,0,15,
0.004700009999980067,15,0,15,
0.004800009999979473,15,0,15,
0.0049000099999788795,15,0,15,
0.005000009999978286,15,0,15,
0.005100009999977692,15,0,15,
0.005200009999977098,15,0,15,
0.005300009999976504,15,0,15,
0.00540000999997591,15,0,15,
0.005500009999975316,15,0,15,
0.005600009999974722,15,0,15,
0.0057000099999741285,15,0,15,
0.005800009999973535,15,0,15,
0.005900009999972941,15,0,15,
0.006000009999972347,15,0,15,
0.006100009999971753,15,0,15,
0.006200009999971159,15,0,15,
0.006300009999970565,15,0,15,
0.006400009999969971,15,0,15,
0.0065000099999693774,15,0,15,
0.0066000099999687836,15,0,15,
0.00670000999996819,15,0,15,
0.006800009999967596,15,0,15,
0.006900009999967002,15,0,15,
0.007000009999966408,15,0,15,
0.007100009999965814,15,0,15,
0.00720000999996522,15,0,15,
0.007300009999964626,15,0,15,
0.0074000099999640325,15,0,15,
0.007500009999963439,15,0,15,
0.007600009999962845,15,0,15,
0.007700009999962251,15,0,15,
0.007800009999961657,15,0,15,
0.007900009999961063,15,0,15,
0.00800000999996047,15,0,15,
0.008100009999959875,15,0,15,
0.008200009999959281,15,0,15,
0.008300009999958688,15,0,15,
0.008400009999958094,15,0,15,
0.0085000099999575,15,0,15,
0.008600009999956906,15,0,15,
0.008700009999956312,15,0,15,
0.008800009999955718,15,0,15,
0.008900009999955124,15,0,15,
0.00900000999995453,15,0,15,
0.009100009999953937,15,0,15,
0.009200009999953343,15,0,15,
0.009300009999952749,15,0,15,
0.009400009999952155,15,0,15,
0.009500009999951561,15,0,15,
0.009600009999950967,15,0,15,
0.009700009999950373,15,0,15,
0.00980000999994978,15,0,15,
0.009900009999949185,15,0,15,
0.010000009999948592,15,0,15,

Molecule,R,Site Index,2,Site Type, R
Time, Free, Bound,State0,State1,BindingReaction0,
0.0,15,0,15,0,0,
1.00009999999987E-4,15,0,15,0,0,
2.0000999999993522E-4,15,0,15,0,0,
3.0000999999988347E-4,15,0,15,0,0,
4.000099999998317E-4,15,0,15,0,0,
5.000099999998435E-4,15,0,15,0,0,
6.000000000003338E-4,15,0,15,0,0,
7.000000000008241E-4,15,0,15,0,0,
8.000000000013144E-4,15,0,15,0,0,
9.000000000018047E-4,15,0,15,0,0,
0.001000000000002041,14,1,15,0,1,
0.001100000000001447,14,1,15,0,1,
0.0012000000000008532,14,1,15,0,1,
0.0013000000000002593,14,1,15,0,1,
0.0014000099999996653,14,1,15,0,1,
0.0015000099999990715,14,1,15,0,1,
0.0016000099999984776,12,3,15,0,3,
0.0017000099999978837,12,3,15,0,3,
0.0018000099999972898,12,3,15,0,3,
0.001900009999996696,12,3,15,0,3,
0.002000009999996102,12,3,15,0,3,
0.002100009999995508,12,3,15,0,3,
0.0022000099999949143,12,3,15,0,3,
0.0023000099999943204,10,5,15,0,5,
0.0024000099999937265,10,5,15,0,5,
0.0025000099999931327,10,5,15,0,5,
0.0026000099999925388,10,5,15,0,5,
0.002700009999991945,10,5,15,0,5,
0.002800009999991351,10,5,15,0,5,
0.002900009999990757,10,5,15,0,5,
0.0030000099999901633,10,5,15,0,5,
0.0031000099999895694,10,5,15,0,5,
0.0032000099999889755,10,5,15,0,5,
0.0033000099999883816,9,6,15,0,6,
0.0034000099999877877,9,6,15,0,6,
0.003500009999987194,9,6,15,0,6,
0.0036000099999866,9,6,15,0,6,
0.003700009999986006,9,6,15,0,6,
0.003800009999985412,9,6,15,0,6,
0.0039000099999848183,9,6,15,0,6,
0.0040000099999842244,9,6,15,0,6,
0.004100009999983631,9,6,15,0,6,
0.004200009999983037,9,6,15,0,6,
0.004300009999982443,9,6,15,0,6,
0.004400009999981849,9,6,15,0,6,
0.004500009999981255,9,6,15,0,6,
